AAPL R735QTJ8XC9X,AAPL,20200930,3329,9706218273,1119968730927,325799391,312302433,649898,6180202939,641098575,1
AIG R735QTJ8XC9X,AIG,20200930,643,765648880,21051736065,10563968,18398838,0,493827192,72508312,1
BNO UN3IMQ2JU1YD,BNO,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,20200930,1122,419402240,18461457971,175912396,282685743,961076,312895725,32950877,1
GOOCV VP83T1ZUHROL,GOOG,20200930,2562,215695305,316341932561,9583404,5812989,1434,140765581,12183425,1
GOOG T1AZ164W5VTX,GOOGL,20200930,2784,236070089,333548986815,7831689,7609218,11926,157731265,18783016,1
IBM R735QTJ8XC9X,IBM,20200930,1928,496951546,60257056278,10596173,12966876,46773,301658077,40758566,1
IWM RV0PWMLXVHPH,IWM,20200930,1499,286696224,42730610558,142418590,306030479,155421,184285427,29591001,1
NB R735QTJ8XC9X,BAC,20200930,2025,5883605172,141310919541,124842175,157712018,1388986,4058736580,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,20200930,1676,228086405,63202165608,178815074,312522269,104442,104298785,32345398,1
SPY R735QTJ8XC9X,SPY,20200930,2445,565485875,197130668599,391915330,568101920,543662,366130858,41754254,1
USO THORT68ZZSYT,USO,20200930,179,36098144,1019485278,23662538,39827196,69466,32436299,717495,1
UW R735QTJ8XC9X,WM,20200930,1319,301869588,34071844914,1703745,1793995,67896,204070459,18262914,1
