AAPL R735QTJ8XC9X,AAPL,2,20200630,3325,2593825742,931029948399.059,62056050,60809616,9515,1617839777,171210197,1,20200930,848,208002125,24154113644,170063,1087798,0,151474348,6789146,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,117,6280671,172902663,532200,1131341,0,5144698,106565,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,5,152720,1625888,0,0,0,152692,0,0
EEM SNQLASP67O85,EEM,2,20200630,1095,402262479,16095967604,162866492,266937301,941231,298688854,30555320,1,20200930,246,33444576,1472473883,878900,144900,0,29588429,40207,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2579,224586503,311828423305,3153704,4007761,864,145083399,12179536,1,20200930,585,4113133,6043500092,1610,8436,0,3229291,154184,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2810,233454986,327028825860,5357763,5656871,5140,152206396,18129403,1,20200930,646,6650093,9740280816,10900,8934,0,5542366,498329,1
IBM R735QTJ8XC9X,IBM,2,20200630,1948,506122832,60867795152,10227584,12215460,32374,302621172,43346758,1,20200930,469,14175100,1716306623,4273,26339,0,9658494,172175,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1520,296187000,42214421601,163309923,274619253,258484,200042574,23736139,1,20200930,351,16835333,2364361432,47024,35048,0,11790739,265014,1
NB R735QTJ8XC9X,BAC,2,20200630,2093,5921695548,141147549534.821,107384568,157707032,187805,4005128411,536801725,1,20200930,470,141627185,3420883402,141800,214351,0,109334322,9687522,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1649,207731917,51329777977,107557897,212857396,28651,105381596,20820134,1,20200930,439,16945607,4709331379,5329,511141,0,10198647,62374,1
SPY R735QTJ8XC9X,SPY,2,20200630,2448,584347786,183641840549,369139121,542631260,313306,389644552,40614362,1,20200930,613,22174619,7342248470,13922708,8316851,0,13603092,137677,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,39,510710,14447000,32250,120,0,438491,0,0
UW R735QTJ8XC9X,WM,2,20200630,1324,304453563,32195233671,1541045,1920563,53618,198444841,19384570,1,20200930,303,10903524,1233085311,0,37857,59780,8320874,142722,1
