AAPL R735QTJ8XC9X,AAPL,2,20200630,3330,2593998975,931156895399.059,62128750,60820416,9515,1618006224,171210197,1,20200930,2529,4422426158,508083527582,39479891,49472685,323322,3551215918,131071704,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,432,322527890,8905164425,1033738,3324738,0,276178379,7458154,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,24,4938986,52054888,10100,3600,0,1286839,7948,0
EEM SNQLASP67O85,EEM,2,20200630,1096,402276414,16096524604,162866492,266937301,941231,298688854,30555320,1,20200930,824,266533266,11736518249,86036396,65758343,395147,214685104,14565259,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2581,224587604,311829979305,3153704,4007761,864,145084500,12179536,1,20200930,1903,99422358,145587926836,1497984,603289,1434,80305160,2904420,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2811,233475674,327058162860,5357763,5656871,5140,152227084,18129403,1,20200930,2068,112086118,155107805246,1087289,846218,11053,97633690,3404534,1
IBM R735QTJ8XC9X,IBM,2,20200630,1949,506133620,60869098152,10227584,12215460,32374,302631960,43346758,1,20200930,1476,267828177,32393190765,902373,1544276,38428,203713089,14260527,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1521,296188765,42214674601,163309923,274619253,258484,200044339,23736139,1,20200930,1097,162300377,24123452741,31753390,92463033,92269,130510320,16755092,1
NB R735QTJ8XC9X,BAC,2,20200630,2095,5922353148,141163167534.821,107387568,157832032,187805,4005786010,536801725,1,20200930,1508,2255076839,53914098779,29795975,37626718,368177,1886887938,58611709,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1652,207867759,51832197977,107813897,213108396,28651,105517438,20820134,1,20200930,1253,134374027,37174400464,53536874,67471669,52481,71355937,21946887,1
SPY R735QTJ8XC9X,SPY,2,20200630,2451,584361679,183646124549,369139121,542631260,313306,389655013,40614362,1,20200930,1809,321090647,107671284571,180233167,138499031,417191,242271683,16768236,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,130,6223988,174622278,4662310,1941548,416,3482183,584302,1
UW R735QTJ8XC9X,WM,2,20200630,1325,304456491,32195543671,1541045,1920563,53618,198447769,19384570,1,20200930,986,154286920,17376098914,128745,277795,60206,120266607,5326730,1
