AAPL R735QTJ8XC9X,AAPL,1,20200930,3347,9713920533,1120860925927,325799391,312302433,649898,6186422616,641098575,1
AIG R735QTJ8XC9X,AIG,1,20200930,646,765885617,21058261065,10563968,18398838,0,494063929,72508312,1
BNO UN3IMQ2JU1YD,BNO,1,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,1,20200930,1131,419967138,18486374971,175912396,282685743,961076,313221172,32950877,1
GOOCV VP83T1ZUHROL,GOOG,1,20200930,2591,215900213,316643067561,9583404,5812989,1434,140913293,12191671,1
GOOG T1AZ164W5VTX,GOOGL,1,20200930,2816,236280041,333856816815,7831689,7609218,11926,157921942,18783016,1
IBM R735QTJ8XC9X,IBM,1,20200930,1939,497153527,60281674278,10596173,12966876,46773,301785500,40758566,1
IWM RV0PWMLXVHPH,IWM,1,20200930,1508,287370068,42831547558,142418590,306030479,155421,184873723,29591795,1
NB R735QTJ8XC9X,BAC,1,20200930,2038,5888860464,141437980312,124842175,157712018,1388986,4063684097,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,1,20200930,1715,229221042,63517666415,178815074,312522269,104443,104501152,32345398,1
SPY R735QTJ8XC9X,SPY,1,20200930,2462,566548934,197480939599,391915330,568101920,543662,366662744,41754440,1
USO THORT68ZZSYT,USO,1,20200930,186,36121055,1020133410,23671038,39827196,69466,32436364,717495,1
UW R735QTJ8XC9X,WM,1,20200930,1325,301967753,34082961914,1703745,1793995,67896,204144250,18262914,1
