AAPL R735QTJ8XC9X,AAPL,2,20200630,3327,2593836160,931097500399.059,62128750,60820416,9515,1617848081,171210197,1,20200930,1585,721657922,83755142343,2305881,2517493,323322,524962745,41161027,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,222,41869159,1141833691,575012,1164438,0,36403992,1888196,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,13,3790183,39839888,10100,3600,0,275768,0,0
EEM SNQLASP67O85,EEM,2,20200630,1095,402262479,16095967604,162866492,266937301,941231,298688854,30555320,1,20200930,488,60587466,2668470464,3246644,2123709,395147,44986379,2710198,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2579,224586503,311828423305,3153704,4007761,864,145083399,12179536,1,20200930,1134,14821286,21790313774,10331,13343,1378,11716664,819985,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2810,233454986,327028825860,5357763,5656871,5140,152206396,18129403,1,20200930,1253,17984427,26351193487,40788,47915,4026,14335219,1252829,1
IBM R735QTJ8XC9X,IBM,2,20200630,1948,506122832,60867795152,10227584,12215460,32374,302621172,43346758,1,20200930,906,42599141,5162938156,187325,122232,14141,31016865,1544414,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1520,296187000,42214421601,163309923,274619253,258484,200042574,23736139,1,20200930,675,42176620,6133086908,2088832,1839214,90100,24170364,8098044,1
NB R735QTJ8XC9X,BAC,2,20200630,2094,5921794705,141149904534.821,107384568,157832032,187805,4005227568,536801725,1,20200930,918,334528957,8039722179,2073665,1017640,198346,254998365,21960050,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1650,207831174,51823138977,107813897,213108396,28651,105480853,20820134,1,20200930,809,57615366,16001171641,2320679,2518756,52481,25815836,14351790,1
SPY R735QTJ8XC9X,SPY,2,20200630,2449,584351217,183642898549,369139121,542631260,313306,389644552,40614362,1,20200930,1140,71571977,24427557208,70067662,32335147,416849,38650623,7925096,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,72,2287581,64271000,2742150,1434420,416,844922,0,1
UW R735QTJ8XC9X,WM,2,20200630,1324,304453563,32195233671,1541045,1920563,53618,198444841,19384570,1,20200930,587,25288258,2861474928,25145,51495,59906,18243958,831910,1
