AAPL R735QTJ8XC9X,AAPL,2,20200630,3330,2593998975,931156895399.059,62128750,60820416,9515,1618006224,171210197,1,20200930,1794,2186512123,250840711020,6839831,6549741,323322,1751081437,62844626,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,271,136656426,3719285691,575038,1164438,0,120111870,4074531,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,15,3987561,41940888,10100,3600,0,441164,0,0
EEM SNQLASP67O85,EEM,2,20200630,1096,402276414,16096524604,162866492,266937301,941231,298688854,30555320,1,20200930,563,159398006,7026027341,10982744,8538920,395147,138221250,3383968,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2581,224587604,311829979305,3153704,4007761,864,145084500,12179536,1,20200930,1302,42712028,62161229912,10336,13543,1378,35201649,1193874,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2811,233475674,327058162860,5357763,5656871,5140,152227084,18129403,1,20200930,1432,48183674,69998358829,109689,48915,4026,39364575,1639975,1
IBM R735QTJ8XC9X,IBM,2,20200630,1949,506133620,60869098152,10227584,12215460,32374,302631960,43346758,1,20200930,1043,129771803,15619935965,206673,190876,14141,103730857,3248883,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1521,296188765,42214674601,163309923,274619253,258484,200044339,23736139,1,20200930,781,93602526,13836541492,5897840,13293721,90100,71265796,10241510,1
NB R735QTJ8XC9X,BAC,2,20200630,2095,5922353148,141163167534.821,107387568,157832032,187805,4005786010,536801725,1,20200930,1053,1006929903,23969974708,11376585,1859040,198346,825776842,30187580,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1652,207867759,51832197977,107813897,213108396,28651,105517438,20820134,1,20200930,909,77307218,21471054452,12420089,9039336,52481,38029517,17897141,1
SPY R735QTJ8XC9X,SPY,2,20200630,2451,584361679,183646124549,369139121,542631260,313306,389655013,40614362,1,20200930,1298,104158528,35306444143,112396762,37202674,416849,63221211,8994575,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,87,2573265,72351000,2742650,1434420,416,1001213,0,1
UW R735QTJ8XC9X,WM,2,20200630,1325,304456491,32195543671,1541045,1920563,53618,198447769,19384570,1,20200930,668,74783369,8410098241,25145,51495,59906,61856436,1450480,1
