AAPL R735QTJ8XC9X,AAPL,1,20200930,3355,9716666988,1121182617927,325799391,312302433,649898,6188987784,641098575,1
AIG R735QTJ8XC9X,AIG,1,20200930,649,766240363,21068027065,10563968,18398838,0,494418675,72508312,1
BNO UN3IMQ2JU1YD,BNO,1,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,1,20200930,1135,420027588,18489040971,175912396,282685743,961076,313281583,32950877,1
GOOCV VP83T1ZUHROL,GOOG,1,20200930,2597,215928637,316684839561,9583404,5812989,1434,140939167,12191671,1
GOOG T1AZ164W5VTX,GOOGL,1,20200930,2823,236329682,333929561815,7831689,7609218,11926,157970286,18783016,1
IBM R735QTJ8XC9X,IBM,1,20200930,1945,497270879,60295952278,10596173,12966876,46773,301871002,40758566,1
IWM RV0PWMLXVHPH,IWM,1,20200930,1511,287424872,42839756558,142418590,306030479,155421,184920936,29591795,1
NB R735QTJ8XC9X,BAC,1,20200930,2043,5889779934,141460130312,124842175,157712018,1388986,4064603567,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,1,20200930,1718,229303236,63540503415,178815074,312522269,104443,104582253,32345398,1
SPY R735QTJ8XC9X,SPY,1,20200930,2465,566736187,197543648599,391915330,568101920,543662,366849547,41754440,1
USO THORT68ZZSYT,USO,1,20200930,186,36121055,1020133410,23671038,39827196,69466,32436364,717495,1
UW R735QTJ8XC9X,WM,1,20200930,1331,302109583,34099011914,1703745,1793995,67896,204282839,18262914,1
