AAPL R735QTJ8XC9X,AAPL,1,20200930,3342,9712809937,1120732258927,325799391,312302433,649898,6185777662,641098575,1
AIG R735QTJ8XC9X,AIG,1,20200930,645,765726206,21053872065,10563968,18398838,0,493904518,72508312,1
BNO UN3IMQ2JU1YD,BNO,1,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,1,20200930,1129,419920918,18484336971,175912396,282685743,961076,313174990,32950877,1
GOOCV VP83T1ZUHROL,GOOG,1,20200930,2586,215870995,316600033561,9583404,5812989,1434,140895738,12191671,1
GOOG T1AZ164W5VTX,GOOGL,1,20200930,2811,236261902,333830195815,7831689,7609218,11926,157908843,18783016,1
IBM R735QTJ8XC9X,IBM,1,20200930,1935,497076908,60272353278,10596173,12966876,46773,301762800,40758566,1
IWM RV0PWMLXVHPH,IWM,1,20200930,1507,287333222,42826028558,142418590,306030479,155421,184836877,29591795,1
NB R735QTJ8XC9X,BAC,1,20200930,2035,5887138735,141396504312,124842175,157712018,1388986,4062086572,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,1,20200930,1711,229118427,63489146415,178815074,312522269,104443,104494077,32345398,1
SPY R735QTJ8XC9X,SPY,1,20200930,2457,566155427,197349136599,391915330,568101920,543662,366496716,41754440,1
USO THORT68ZZSYT,USO,1,20200930,186,36121055,1020133410,23671038,39827196,69466,32436364,717495,1
UW R735QTJ8XC9X,WM,1,20200930,1323,301923381,34077931914,1703745,1793995,67896,204107661,18262914,1
