AAPL R735QTJ8XC9X,AAPL,2,20200630,3327,2593836160,931097500399.059,62128750,60820416,9515,1617848081,171210197,1,20200930,1495,583656879,67796108182,1897781,2487993,323322,429468870,35483834,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,209,38162470,1053798691,575012,1164438,0,33021993,1729142,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,11,493897,5257888,10100,3600,0,241467,0,0
EEM SNQLASP67O85,EEM,2,20200630,1095,402262479,16095967604,162866492,266937301,941231,298688854,30555320,1,20200930,458,57503743,2532495348,3172344,2116709,395147,43864367,2698842,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2579,224586503,311828423305,3153704,4007761,864,145083399,12179536,1,20200930,1072,12375745,18186244328,10331,13343,1378,9744835,726095,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2810,233454986,327028825860,5357763,5656871,5140,152206396,18129403,1,20200930,1179,14993874,21967601002,40788,47915,4026,11959590,1140973,1
IBM R735QTJ8XC9X,IBM,2,20200630,1948,506122832,60867795152,10227584,12215460,32374,302621172,43346758,1,20200930,852,35273301,4271845971,170225,122232,14141,25649825,1407630,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1520,296187000,42214421601,163309923,274619253,258484,200042574,23736139,1,20200930,638,39615389,5749440908,2076032,1819214,90100,22989258,8019610,1
NB R735QTJ8XC9X,BAC,2,20200630,2094,5921794705,141149904534.821,107384568,157832032,187805,4005227568,536801725,1,20200930,866,300534503,7221669939,2025165,1017640,198346,233887842,19901723,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1650,207831174,51823138977,107813897,213108396,28651,105480853,20820134,1,20200930,770,49135108,13645200011,2320679,2475756,52481,21847688,14351790,1
SPY R735QTJ8XC9X,SPY,2,20200630,2449,584351217,183642898549,369139121,542631260,313306,389644552,40614362,1,20200930,1077,58883599,19578844598,69704962,30825847,416849,32608140,6058887,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,68,1056817,29896000,2709750,1434420,416,810592,0,1
UW R735QTJ8XC9X,WM,2,20200630,1324,304453563,32195233671,1541045,1920563,53618,198444841,19384570,1,20200930,554,22453888,2540670928,25145,51495,59906,16363793,766253,1
