AAPL R735QTJ8XC9X,AAPL,1,20200930,3314,9704601839,1119781812259,325797091,312145433,649898,6180003180,641098575,1
AIG R735QTJ8XC9X,AIG,1,20200930,638,765566029,21049454289,10563968,18398838,0,493826192,72508312,1
BNO UN3IMQ2JU1YD,BNO,1,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,1,20200930,1116,419273124,18455765369,175912396,282685743,961076,312888545,32950852,1
GOOCV VP83T1ZUHROL,GOOG,1,20200930,2565,215765803,316445550923,9583404,5812989,1434,140810632,12191671,1
GOOG T1AZ164W5VTX,GOOGL,1,20200930,2789,236075135,333556031865,7831689,7593118,11926,157750452,18783016,1
IBM R735QTJ8XC9X,IBM,1,20200930,1919,496908029,60251763738,10596073,12966776,46773,301649518,40758566,1
IWM RV0PWMLXVHPH,IWM,1,20200930,1493,286615446,42718510932,142418590,306030279,155421,184285427,29591001,1
NB R735QTJ8XC9X,BAC,1,20200930,2016,5883093962,141298605242,124841975,157712018,1388986,4058683796,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,1,20200930,1695,228488734,63313955395,178814774,312438969,104443,104379584,32345398,1
SPY R735QTJ8XC9X,SPY,1,20200930,2432,565090921,196998376921,391913330,568098620,543662,365927152,41754254,1
USO THORT68ZZSYT,USO,1,20200930,184,36119919,1020101410,23671038,39827196,69466,32436364,717495,1
UW R735QTJ8XC9X,WM,1,20200930,1309,301793757,34063262616,1703745,1793995,67896,204025069,18262914,1
