AAPL R735QTJ8XC9X,AAPL,1,20200930,2945,6173804333,710865538773,93151391,132427133,352074,4608041427,181671946,1
AIG R735QTJ8XC9X,AIG,1,20200930,542,490285207,13523471982,5759568,8947138,0,397453915,24752304,1
BNO UN3IMQ2JU1YD,BNO,1,20200930,32,5090083,53659888,147100,87900,0,1348813,7948,0
EEM SNQLASP67O85,EEM,1,20200930,983,377110091,16597398369,134371996,220280743,961076,278668597,27473637,1
GOOCV VP83T1ZUHROL,GOOG,1,20200930,2260,147782941,216526221953,3824884,2117989,1434,114669405,4503653,1
GOOG T1AZ164W5VTX,GOOGL,1,20200930,2443,171109889,238726546549,2292889,2272918,11926,135958289,5157054,1
IBM R735QTJ8XC9X,IBM,1,20200930,1723,368808059,44667481135,3826473,6089976,38557,275925073,17966388,1
IWM RV0PWMLXVHPH,IWM,1,20200930,1295,264730189,39438609932,71609190,184060004,92269,165275688,28534807,1
NB R735QTJ8XC9X,BAC,1,20200930,1774,3289520295,78828283847,75736775,75098718,368233,2619818718,89143852,1
QQQ RIWIV7K5Z9LX,QQQ,1,20200930,1469,207577593,57505342391,99268474,153644269,62672,89852176,30658566,1
SPY R735QTJ8XC9X,SPY,1,20200930,2113,493974287,168282315902,226976017,264348981,417709,306260662,37625938,1
USO THORT68ZZSYT,USO,1,20200930,158,12551111,353323410,8822434,8868420,416,8889941,717430,1
UW R735QTJ8XC9X,WM,1,20200930,1164,216353749,24393874616,367845,542295,60206,166423211,8794925,1
