AAPL R735QTJ8XC9X,AAPL,20200930,3346,9713872709,1120855337927,325799391,312302433,649898,6186418757,641098575,1
AIG R735QTJ8XC9X,AIG,20200930,646,765885617,21058261065,10563968,18398838,0,494063929,72508312,1
BNO UN3IMQ2JU1YD,BNO,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,20200930,1131,419967138,18486374971,175912396,282685743,961076,313221172,32950877,1
GOOCV VP83T1ZUHROL,GOOG,20200930,2576,215817488,316521400561,9583404,5812989,1434,140866461,12183425,1
GOOG T1AZ164W5VTX,GOOGL,20200930,2797,236245456,333806080815,7831689,7609218,11926,157898983,18783016,1
IBM R735QTJ8XC9X,IBM,20200930,1939,497153188,60281633278,10596173,12966876,46773,301785500,40758566,1
IWM RV0PWMLXVHPH,IWM,20200930,1508,287370068,42831547558,142418590,306030479,155421,184873723,29591795,1
NB R735QTJ8XC9X,BAC,20200930,2037,5888858564,141437934541,124842175,157712018,1388986,4063684097,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,20200930,1689,228572128,63337356608,178815074,312522269,104442,104417980,32345398,1
SPY R735QTJ8XC9X,SPY,20200930,2460,566456343,197455780599,391915330,568101920,543662,366662160,41754440,1
USO THORT68ZZSYT,USO,20200930,179,36098144,1019485278,23662538,39827196,69466,32436299,717495,1
UW R735QTJ8XC9X,WM,20200930,1324,301959527,34082022914,1703745,1793995,67896,204143807,18262914,1
