AAPL R735QTJ8XC9X,AAPL,2,20200630,3323,2593821891,931028543399.059,62056050,60809616,9515,1617836453,171210197,1,20200930,562,120716866,14088930573,157063,242434,0,80266579,6607992,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,74,3527041,97098663,532200,1109654,0,2675574,106565,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,4,141670,1507888,0,0,0,141642,0,0
EEM SNQLASP67O85,EEM,2,20200630,1095,402262479,16095967604,162866492,266937301,941231,298688854,30555320,1,20200930,160,13505916,595772798,78900,144900,0,10962497,39782,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2578,224501641,311708424305,3153704,4007761,864,144998537,12179536,1,20200930,390,2461129,3616362412,1610,400,0,1818993,150924,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2810,233454986,327028825860,5357763,5656871,5140,152206396,18129403,1,20200930,431,4467195,6539167083,10500,1800,0,3602077,491501,1
IBM R735QTJ8XC9X,IBM,2,20200630,1948,506122832,60867795152,10227584,12215460,32374,302621172,43346758,1,20200930,314,6092234,741566052,73,197,0,3816802,149285,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1520,296187000,42214421601,163309923,274619253,258484,200042574,23736139,1,20200930,230,11766925,1762950000,47024,25094,0,8591641,176975,1
NB R735QTJ8XC9X,BAC,2,20200630,2092,5920326659,141115058534.821,107384568,157707032,187805,4003759522,536801725,1,20200930,317,61882346,1502914270,34200,11900,0,38577651,9557415,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1649,207731917,51329777977,107557897,212857396,28651,105381596,20820134,1,20200930,292,13322868,3696527563,5329,344493,0,8921100,60124,1
SPY R735QTJ8XC9X,SPY,2,20200630,2447,584347013,183641602549,369139121,542631260,313306,389643779,40614362,1,20200930,407,15311390,5128110562,13593308,7701054,0,9553807,65182,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,29,472805,13374000,32250,120,0,413832,0,0
UW R735QTJ8XC9X,WM,2,20200630,1324,304453563,32195233671,1541045,1920563,53618,198444841,19384570,1,20200930,211,6517398,736693311,0,1000,53096,5019001,139722,1
