AAPL R735QTJ8XC9X,AAPL,2,20200630,3324,2593823376,931029085399.059,62056050,60809616,9515,1617837938,171210197,1,20200930,705,181930015,21141618592,165063,784882,0,134381394,6625583,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,101,5252476,144597663,532200,1131341,0,4364869,106565,1
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,4,141670,1507888,0,0,0,141642,0,0
EEM SNQLASP67O85,EEM,2,20200630,1095,402262479,16095967604,162866492,266937301,941231,298688854,30555320,1,20200930,202,31294089,1377641883,78900,144900,0,28188813,40207,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2579,224586503,311828423305,3153704,4007761,864,145083399,12179536,1,20200930,489,3592913,5278700412,1610,7556,0,2846527,151111,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2810,233454986,327028825860,5357763,5656871,5140,152206396,18129403,1,20200930,545,6126127,8970702083,10900,7675,0,5116428,492161,1
IBM R735QTJ8XC9X,IBM,2,20200630,1948,506122832,60867795152,10227584,12215460,32374,302621172,43346758,1,20200930,398,10055303,1214978052,4273,22059,0,7284722,161373,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1520,296187000,42214421601,163309923,274619253,258484,200042574,23736139,1,20200930,297,14603766,2029839000,47024,25094,0,10304633,176975,1
NB R735QTJ8XC9X,BAC,2,20200630,2093,5921695548,141147549534.821,107384568,157707032,187805,4005128411,536801725,1,20200930,402,109122823,2637786270,136800,197330,0,83444326,9644813,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1649,207731917,51329777977,107557897,212857396,28651,105381596,20820134,1,20200930,359,14660295,4068238563,5329,475693,0,9380415,60124,1
SPY R735QTJ8XC9X,SPY,2,20200630,2448,584347786,183641840549,369139121,542631260,313306,389644552,40614362,1,20200930,504,18287139,6050883782,13722708,8290954,0,11315731,66782,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,35,482492,13648000,32250,120,0,421580,0,0
UW R735QTJ8XC9X,WM,2,20200630,1324,304453563,32195233671,1541045,1920563,53618,198444841,19384570,1,20200930,266,9075043,1026143311,0,36044,59780,7313293,142722,1
