AAPL R735QTJ8XC9X,AAPL,2,20200630,3323,2593821891,931028543399.059,62056050,60809616,9515,1617836453,171210197,1,20200930,137,25809440,3012204066,0,160,0,19079235,143648,1
AIG R735QTJ8XC9X,AIG,2,20200630,676,768179661,23961077747,9363225,12100518,0,492064415,74555899,1,20200930,17,814025,22408000,0,0,0,761142,4064,0
BNO UN3IMQ2JU1YD,BNO,2,20200630,46,9148101,99072832,341600,375300,0,5053228,30000,0,20200930,3,112419,1196888,0,0,0,112391,0,0
EEM SNQLASP67O85,EEM,2,20200630,1094,402227786,16094457604,162866492,266937301,941231,298688854,30555320,1,20200930,43,4124808,181846798,0,0,0,3763761,2808,1
GOOCV VP83T1ZUHROL,GOOG,2,20200630,2578,224501641,311708424305,3153704,4007761,864,144998537,12179536,1,20200930,87,655988,963589080,0,0,0,532405,3020,1
GOOG T1AZ164W5VTX,GOOGL,2,20200630,2810,233454986,327028825860,5357763,5656871,5140,152206396,18129403,1,20200930,99,861799,1263114502,0,0,0,777642,1347,1
IBM R735QTJ8XC9X,IBM,2,20200630,1947,506089972,60863567152,10227584,12215460,32374,302621172,43346758,1,20200930,84,1304767,158980544,0,0,0,788482,8973,1
IWM RV0PWMLXVHPH,IWM,2,20200630,1519,296176353,42212844601,163309923,274619253,258484,200042574,23736139,1,20200930,61,1252939,187729824,0,0,0,868908,2238,1
NB R735QTJ8XC9X,BAC,2,20200630,2092,5920326659,141115058534.821,107384568,157707032,187805,4003759522,536801725,1,20200930,74,12398039,299330382,0,0,0,9946257,44175,1
QQQ RIWIV7K5Z9LX,QQQ,2,20200630,1649,207731917,51329777977,107557897,212857396,28651,105381596,20820134,1,20200930,67,1655515,458743775,0,0,0,1043729,13830,1
SPY R735QTJ8XC9X,SPY,2,20200630,2446,584341986,183639959549,369139121,542631260,313306,389643779,40614362,1,20200930,98,4531571,1517505310,0,800,0,2375391,5209,1
USO THORT68ZZSYT,USO,2,20200630,216,31388051,880062518,37951028,62688308,446,26813779,879630,1,20200930,8,11815,334000,0,0,0,7936,0,0
UW R735QTJ8XC9X,WM,2,20200630,1324,304453563,32195233671,1541045,1920563,53618,198444841,19384570,1,20200930,59,1111072,125738071,0,0,0,753362,25118,0
