AAPL R735QTJ8XC9X,AAPL,1,20200930,3359,9727425775,1122428592927,325799391,312302433,649898,6198878243,641098575,1
AIG R735QTJ8XC9X,AIG,1,20200930,650,766580554,21077392065,10563968,18398838,0,494758866,72508312,1
BNO UN3IMQ2JU1YD,BNO,1,20200930,39,8288042,87717888,230500,232700,0,4546672,8048,0
EEM SNQLASP67O85,EEM,1,20200930,1137,420825306,18524211971,175912396,282685743,961076,314061163,32950877,1
GOOCV VP83T1ZUHROL,GOOG,1,20200930,2600,216128833,316979047561,9583404,5812989,1434,141138195,12191671,1
GOOG T1AZ164W5VTX,GOOGL,1,20200930,2827,236542910,334242068815,7831689,7609218,11926,158165244,18783016,1
IBM R735QTJ8XC9X,IBM,1,20200930,1948,497735599,60352494278,10596173,12966876,46773,302287242,40758566,1
IWM RV0PWMLXVHPH,IWM,1,20200930,1512,287429573,42840460558,142418590,306030479,155421,184924196,29591795,1
NB R735QTJ8XC9X,BAC,1,20200930,2045,5894249451,141567801312,124842175,157712018,1388986,4069024287,485120593,1
QQQ RIWIV7K5Z9LX,QQQ,1,20200930,1721,229310785,63542600415,178815074,312562269,104443,104584030,32345398,1
SPY R735QTJ8XC9X,SPY,1,20200930,2469,566741967,197545582599,391925330,568142820,543662,366851599,41754440,1
USO THORT68ZZSYT,USO,1,20200930,186,36121055,1020133410,23671038,39827196,69466,32436364,717495,1
UW R735QTJ8XC9X,WM,1,20200930,1334,302302368,34120829914,1703745,1793995,67896,204472509,18262914,1
