20201202 03:00,1,20200930,2585,215813063,316514896561,9583404,5812989,1434,140837806,12191671,1
20201203 03:00,1,20200930,2586,215870995,316600033561,9583404,5812989,1434,140895738,12191671,1
20201204 03:00,2,20191231,2589,230448035,307826531711,4413939,4735835,125,153516073,13840046,1,20200930,2590,215899437,316641831561,9583404,5812989,1434,140913262,12191671,1
20201208 03:00,1,20200930,2591,215900213,316643067561,9583404,5812989,1434,140913293,12191671,1
20201209 03:00,1,20200930,2592,215907806,316654226561,9583404,5812989,1434,140920886,12191671,1
20201211 03:00,1,20200930,2594,215916894,316667581561,9583404,5812989,1434,140929974,12191671,1
20201212 03:00,1,20200930,2597,215928637,316684839561,9583404,5812989,1434,140939167,12191671,1
20201215 03:00,1,20200930,2599,216126116,316975054561,9583404,5812989,1434,141135478,12191671,1
20201216 03:00,2,20200630,2585,224608917,311885677305,3153704,4007761,864,145103612,12179536,1,20200930,2600,216128833,316979047561,9583404,5812989,1434,141138195,12191671,1
20201217 03:00,1,20200630,2586,224617399,311897667305,3153704,4007761,864,145112094,12179536,1
20201219 03:00,1,20200930,2601,216136920,316993197561,9583404,5812989,1434,141138195,12191671,1
20201222 03:00,1,20200930,2602,216185603,317064742561,9583404,5812989,1434,141186726,12191671,1
20201224 03:00,1,20200630,2587,224617578,311897920305,3153704,4007761,864,145112273,12179536,1
20201230 03:00,1,20200930,2603,216185801,317065032561,9583404,5812989,1434,141186924,12191671,1
20201231 03:00,4,20190331,2382,239011324,280103059844,3400907,3564193,125,180076277,18071775,1,20190630,2344,237327246,255514478866,4002109,4691051,2921,153689246,17217479,1,20190930,2384,234977179,286411222689,4592378,4408517,1898,164811674,16798870,1,20200630,2588,224617578,311897920305,3153704,4007761,911,145112273,12179536,1
