20201208 03:00,1,20200930,2816,236280041,333856816815,7831689,7609218,11926,157921942,18783016,1
20201209 03:00,1,20200930,2817,236283166,333861396815,7831689,7609218,11926,157925067,18783016,1
20201211 03:00,1,20200930,2819,236294670,333878247815,7831689,7609218,11926,157936571,18783016,1
20201212 03:00,1,20200930,2823,236329682,333929561815,7831689,7609218,11926,157970286,18783016,1
20201215 03:00,1,20200930,2826,236540485,334238514815,7831689,7609218,11926,158162819,18783016,1
20201216 03:00,2,20200630,2816,233482884,327073212860,5357763,5656871,5140,152232649,18129403,1,20200930,2827,236542910,334242068815,7831689,7609218,11926,158165244,18783016,1
20201217 03:00,1,20200630,2817,233489492,327082582860,5357763,5656871,5140,152239257,18129403,1
20201219 03:00,2,20200331,2775,233858884,268878874421,5750476,6775270,7056,153851156,18463242,1,20200930,2829,236548989,334251405815,7831689,7609218,11926,158169778,18783016,1
20201222 03:00,1,20200930,2830,236576911,334292327815,7831689,7609218,11926,158193673,18783016,1
20201224 03:00,1,20200630,2818,233489891,327083147860,5357763,5656871,5140,152239656,18129403,1
20201230 03:00,1,20200930,2831,236577253,334292828815,7831689,7609218,11926,158194015,18783016,1
20201231 03:00,4,20190331,2561,236698511,278170111068,4092046,5151292,460,182746951,19639545,1,20190630,2510,241794170,256771384398,6200189,6928081,200,154654106,20383850,1,20190930,2541,236538496,288491815615,5430800,6644989,200,170120016,20175294,1,20200630,2819,233489891,327083147860,5357763,5656871,5342,152239656,18129403,1
