20201118 03:00,1,20200930,3303,9703658181,1119672532259,325797091,312145433,649898,6179411006,641098575,1
20201119 03:00,3,20191231,3307,2694900427,775315476820,93052535,97667837,120055,1732101039,176233512,1,20200630,3333,2594024286,931171216399.059,62128750,60820416,9515,1618018794,171210197,1,20200930,3314,9704601839,1119781812259,325797091,312145433,649898,6180003180,641098575,1
20201120 03:00,1,20200930,3326,9706041912,1119948586927,325799391,312302433,649898,6180139875,641098575,1
20201121 03:00,1,20200930,3327,9706082057,1119952956927,325799391,312302433,649898,6180139875,641098575,1
20201124 03:00,3,20200331,3283,2686786708,653583406467,67139739,72200152,61907,1652064735,169398880,1,20200630,3334,2594027210,931172283399.059,62128750,60820416,9515,1618018794,171210197,1,20200930,3328,9706153389,1119961216927,325799391,312302433,649898,6180139875,641098575,1
20201125 03:00,2,20200331,3284,2686850118,653599564467,67725239,72488952,61907,1652128145,169398880,1,20200930,3329,9706218273,1119968730927,325799391,312302433,649898,6180202939,641098575,1
20201126 03:00,1,20200930,3331,9707264545,1120089899927,325799391,312302433,649898,6181202491,641098575,1
20201128 03:00,1,20200930,3333,9707509622,1120118286927,325799391,312302433,649898,6181202491,641098575,1
20201201 03:00,3,20200331,3285,2686873676,653605555467,67725239,72488952,61907,1652128145,169398880,1,20200630,3335,2594051685,931181212399.059,62128750,60820416,9515,1618018794,171210197,1,20200930,3338,9708708022,1120257221927,325799391,312302433,649898,6181711307,641098575,1
20201202 03:00,1,20200930,3341,9709977689,1120404255927,325799391,312302433,649898,6182945414,641098575,1
20201203 03:00,1,20200930,3342,9712809937,1120732258927,325799391,312302433,649898,6185777662,641098575,1
20201204 03:00,2,20191231,3308,2694918932,775320910820,93052535,97667837,120055,1732101039,176233512,1,20200930,3346,9713872709,1120855337927,325799391,312302433,649898,6186418757,641098575,1
20201208 03:00,1,20200930,3347,9713920533,1120860925927,325799391,312302433,649898,6186422616,641098575,1
20201209 03:00,1,20200930,3348,9713973161,1120867020927,325799391,312302433,649898,6186475244,641098575,1
20201210 03:00,1,20200930,3349,9713995282,1120869582927,325799391,312302433,649898,6186475244,641098575,1
20201211 03:00,1,20200930,3352,9715834519,1121086209927,325799391,312302433,649898,6188314481,641098575,1
20201212 03:00,1,20200930,3355,9716666988,1121182617927,325799391,312302433,649898,6188987784,641098575,1
20201215 03:00,1,20200930,3358,9727385023,1122423872927,325799391,312302433,649898,6198837491,641098575,1
20201216 03:00,2,20200630,3336,2594062591,931185191399.059,62128750,60820416,9515,1618029700,171210197,1,20200930,3359,9727425775,1122428592927,325799391,312302433,649898,6198878243,641098575,1
20201217 03:00,1,20200630,3337,2594162727,931221721399.059,62128750,60820416,9515,1618129836,171210197,1
20201219 03:00,4,20141231,2305,3487297320,384971479822,142776039,217908062,114160,2360116907,209037629,1,20150331,2342,4155884055,427300763033,109850085,124860328,800,2781576756,245547580,1,20200331,3286,2686901422,653612610467,67725239,72488952,61907,1652155891,169398880,1,20200930,3361,9728069924,1122505176927,325799391,312312833,649898,6198938718,641098575,1
20201222 03:00,1,20200930,3362,9729976277,1122725951927,325799391,312312833,649898,6200765013,641098575,1
20201223 03:00,4,20150930,2325,3287887975,362135660170,125455478,147845401,13945,1883236364,334996445,1,20151231,2411,3261283333,341312331356,89945266,128516536,1871990,1869608294,339758054,1,20160331,2410,3344946831,346619038427,129825964,81692443,34223,2014911800,276218610,1,20200930,3363,9729982640,1122726688927,325799391,312312833,649898,6200771376,641098575,1
20201224 03:00,12,20170331,2511,3245251907,465567737468,106251171,91826772,60698,1935338352,264912919,1,20170630,2508,3177634771,456989422947,95789819,90784993,46317,1915761746,248685887,1,20170930,2511,3119976556,479855615750,97802150,97142251,53378,1870483340,273454202,1,20171231,2781,3117344282,527451846682,78072145,109735771,53504,1907072163,268779226,1,20180930,2822,2858123540,642001731732,66046157,78957296,83329,1867929981,250674626,1,20190331,2996,2751584956,521070095513,82881196,84287410,65346,1857651756,204784348,1,20190630,2984,2708591030,534609339316,62355086,82092772,60882,1750317920,209585535,1,20190930,2994,2677067685,599118870749,77825894,82911630,829,2493753075,205021488,1,20191231,3309,2694920605,775321401820,93052535,97667837,120055,1732101039,176233512,1,20200331,3287,2686903146,653613048467,67725239,72488952,61907,1652155891,169398880,1,20200630,3339,2594191093,931232068399.059,62128750,60820416,9515,1618156376,171210197,1,20200930,3365,9729994429,1122728053927,325799391,312312833,649898,6200771376,641098575,1
20201230 03:00,1,20200930,3366,9730059060,1122735537927,325799391,312312833,649898,6200836007,641098575,1
20201231 03:00,4,20190331,2997,2751584956,521070095513,82881196,84287410,126555,1857651756,204784348,1,20190630,2985,2708591030,534609339316,62355086,82092772,113036,1750317920,209585535,1,20190930,2995,2677067685,599118870749,77825894,82911630,52456,2493753075,205021488,1,20200630,3340,2594191093,931232068399.059,62128750,60820416,41673,1618156376,171210197,1
